route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
38-221,Weekday-1,1396-03803-17100-2-5a38f080,Airport To Onehunga Via Mangere Town Centre,,0,,1396-03803-3c87ff8c,0,0
35-205,Weekday-1,1175-03508-20100-2-8b1db74a,Botany To Manukau Bus Station Via Chapel Rd And Ormiston,,1,,1175-03508-2f684d43,0,0
