"trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint"
"1157-73303-45000-2-c14f7f09,12:42:17,12:42:17,6071-b9f62d00,12,BUCKLND BCH,0,0,5.13,0"
"1157-73303-45000-2-c14f7f09,12:43:27,12:43:27,2031-74bbe589,13,BUCKLND BCH,0,0,5.627,0"
"1157-73303-45000-2-c14f7f09,12:44:34,12:44:34,6159-80d41e30,14,BUCKLND BCH,0,0,6.096,0"
"1157-73303-45000-2-c14f7f09,12:45:31,12:45:31,6195-4206438c,15,BUCKLND BCH,0,0,6.497,0"
"1157-73303-45000-2-c14f7f09,12:46:11,12:46:11,2101-d62c3095,16,BUCKLND BCH,0,0,6.779,0"
"1157-73303-45000-2-c14f7f09,12:47:05,12:47:05,6193-05bc34d8,17,BUCKLND BCH,0,0,7.157,0"
"1157-73303-45000-2-c14f7f09,12:47:39,12:47:39,6993-3239d657,18,BUCKLND BCH,0,0,7.391,0"
"1157-73303-45000-2-c14f7f09,12:48:50,12:48:50,6157-c3fe642e,19,BUCKLND BCH,0,0,7.894,0"
"1157-73303-45000-2-c14f7f09,12:49:33,12:49:33,6155-7b0a5330,20,BUCKLND BCH,0,0,8.199,0"
"1157-73303-45000-2-c14f7f09,12:50:38,12:50:38,1919-5766eadd,21,BUCKLND BCH,0,0,8.652,0"
"1157-73303-45000-2-c14f7f09,12:51:14,12:51:14,6153-acf65b21,22,BUCKLND BCH,0,0,8.908,0"
"1157-73303-45000-2-c14f7f09,12:51:59,12:51:59,1931-79980844,23,BUCKLND BCH,0,0,9.219,0"
"1157-73303-45000-2-c14f7f09,12:53:00,12:53:00,6163-4f9afca8,24,BUCKLND BCH,1,0,9.649,0"
"1363-50102-30600-2-7b2b309f,08:30:00,08:30:00,1134-3f27d794,1,KENNEDY PT,0,0,0,0"
"1363-50102-30600-2-7b2b309f,08:31:30,08:31:30,1143-adc3bbe2,2,KENNEDY PT,0,0,0.738,0"
"1363-50102-30600-2-7b2b309f,08:33:04,08:33:04,1151-8c367565,3,KENNEDY PT,0,0,1.52,0"
"1363-50102-30600-2-7b2b309f,08:33:22,08:33:22,1153-cfdac820,4,KENNEDY PT,0,0,1.67,0"
"1363-50102-30600-2-7b2b309f,08:34:00,08:34:00,1155-a7cc8152,5,KENNEDY PT,0,0,1.98,0"
"1363-50102-30600-2-7b2b309f,08:35:00,08:35:00,1171-426cda32,6,KENNEDY PT,0,0,2.501,0"
"1363-50102-30600-2-7b2b309f,08:36:19,08:36:19,1173-6204102e,7,KENNEDY PT,0,0,3.207,0"
"1363-50102-30600-2-7b2b309f,08:37:07,08:37:07,1154-2c0ac8f9,8,KENNEDY PT,0,0,3.629,0"
"1363-50102-30600-2-7b2b309f,08:38:00,08:38:00,1177-bfbb2f29,9,KENNEDY PT,0,0,4.098,0"
"1363-50102-30600-2-7b2b309f,08:38:42,08:38:42,1158-d676b0f4,10,KENNEDY PT,0,0,4.503,0"
"1363-50102-30600-2-7b2b309f,08:39:53,08:39:53,1219-ce8d8a1c,11,KENNEDY PT,0,0,5.185,0"
"1363-50102-30600-2-7b2b309f,08:41:00,08:41:00,1200-3cc2ca74,12,KENNEDY PT,0,0,5.831,0"
"1363-50102-30600-2-7b2b309f,08:41:58,08:41:58,1198-ee3d7b02,13,KENNEDY PT,0,0,6.252,0"
"1363-50102-30600-2-7b2b309f,08:43:42,08:43:42,8982-905af5fc,14,KENNEDY PT,0,0,7.001,0"
"1363-50102-30600-2-7b2b309f,08:44:49,08:44:49,8984-60a5c7bb,15,KENNEDY PT,0,0,7.584,0"
"1363-50102-30600-2-7b2b309f,08:45:53,08:45:53,8986-d95d9e6c,16,KENNEDY PT,0,0,7.949,0"
"1363-50102-30600-2-7b2b309f,08:48:00,08:48:00,1217-44ce2eb7,17,KENNEDY PT,1,0,8.871,0"
"1348-50202-77400-2-a74dad2e,21:30:00,21:30:00,1134-3f27d794,1,ROCKY BAY,0,0,0,0"
"1348-50202-77400-2-a74dad2e,21:31:30,21:31:30,1143-adc3bbe2,2,ROCKY BAY,0,0,0.738,0"
"1348-50202-77400-2-a74dad2e,21:33:04,21:33:04,1151-8c367565,3,ROCKY BAY,0,0,1.52,0"
"1348-50202-77400-2-a74dad2e,21:33:22,21:33:22,1153-cfdac820,4,ROCKY BAY,0,0,1.67,0"
"1348-50202-77400-2-a74dad2e,21:34:00,21:34:00,1155-a7cc8152,5,ROCKY BAY,0,0,1.98,0"
"1348-50202-77400-2-a74dad2e,21:34:30,21:34:30,1140-ae6737bf,6,ROCKY BAY,0,0,2.213,0"
"1348-50202-77400-2-a74dad2e,21:34:52,21:34:52,1142-ee01122f,7,ROCKY BAY,0,0,2.377,0"
"1348-50202-77400-2-a74dad2e,21:35:21,21:35:21,1144-04c6957e,8,ROCKY BAY,0,0,2.596,0"
"1348-50202-77400-2-a74dad2e,21:35:59,21:35:59,1165-af22fc35,9,ROCKY BAY,0,0,2.887,0"
"1348-50202-77400-2-a74dad2e,21:36:28,21:36:28,1167-4b49c69e,10,ROCKY BAY,0,0,3.109,0"
"1348-50202-77400-2-a74dad2e,21:36:53,21:36:53,1169-0e0279d7,11,ROCKY BAY,0,0,3.291,0"
"1348-50202-77400-2-a74dad2e,21:37:36,21:37:36,1229-22eed645,12,ROCKY BAY,0,0,3.625,0"
"1348-50202-77400-2-a74dad2e,21:38:23,21:38:23,1225-07bd0455,13,ROCKY BAY,0,0,3.984,0"
"1348-50202-77400-2-a74dad2e,21:39:28,21:39:28,1231-6779f17b,14,ROCKY BAY,0,0,4.479,0"
"1348-50202-77400-2-a74dad2e,21:40:11,21:40:11,1190-2073c4e5,15,ROCKY BAY,0,0,4.814,0"
"1348-50202-77400-2-a74dad2e,21:41:00,21:41:00,1192-9bfa2c84,16,ROCKY BAY,0,0,5.186,0"
"1348-50202-77400-2-a74dad2e,21:41:35,21:41:35,1194-b5b2cdd6,17,ROCKY BAY,0,0,5.424,0"
"1348-50202-77400-2-a74dad2e,21:42:58,21:42:58,1211-53d1b560,18,ROCKY BAY,0,0,5.971,0"
"1348-50202-77400-2-a74dad2e,21:43:50,21:43:50,1188-5fdcacc7,19,ROCKY BAY,0,0,6.32,0"
"1348-50202-77400-2-a74dad2e,21:44:56,21:44:56,1186-58bba566,20,ROCKY BAY,0,0,6.752,0"
"1348-50202-77400-2-a74dad2e,21:46:08,21:46:08,1182-654162f4,21,ROCKY BAY,0,0,7.232,0"
"1348-50202-77400-2-a74dad2e,21:47:07,21:47:07,1184-29429dcf,22,ROCKY BAY,0,0,7.625,0"
"1348-50202-77400-2-a74dad2e,21:48:00,21:48:00,1196-7de496f4,23,ROCKY BAY,0,0,7.973,0"
"1348-50202-77400-2-a74dad2e,21:49:01,21:49:01,1203-cc05f091,24,ROCKY BAY,0,0,8.359,0"
"1348-50202-77400-2-a74dad2e,21:50:08,21:50:08,1180-278eb411,25,ROCKY BAY,0,0,8.793,0"
"1348-50202-77400-2-a74dad2e,21:51:03,21:51:03,1178-c2028e75,26,ROCKY BAY,0,0,9.143,0"
"1348-50202-77400-2-a74dad2e,21:52:34,21:52:34,1176-081f8cb9,27,ROCKY BAY,0,0,9.723,0"
"1348-50202-77400-2-a74dad2e,21:53:35,21:53:35,1195-8e46de66,28,ROCKY BAY,0,0,10.105,0"
"1348-50202-77400-2-a74dad2e,21:55:00,21:55:00,1542-c77871f1,29,ROCKY BAY,0,0,10.646,0"
"1348-50202-77400-2-a74dad2e,21:56:00,21:56:00,1509-9956575d,30,ROCKY BAY,0,0,11.171,0"
"1348-50202-77400-2-a74dad2e,21:57:13,21:57:13,1139-6ed6abb0,31,ROCKY BAY,0,0,11.808,0"
"1348-50202-77400-2-a74dad2e,21:58:23,21:58:23,1132-f96a1a12,32,ROCKY BAY,0,0,12.422,0"
"1348-50202-77400-2-a74dad2e,21:59:01,21:59:01,1122-2188dd98,33,ROCKY BAY,0,0,12.754,0"
"1348-50202-77400-2-a74dad2e,21:59:33,21:59:33,1121-095b53b3,34,ROCKY BAY,0,0,13.039,0"
"1348-50202-77400-2-a74dad2e,21:59:58,21:59:58,1119-d0097020,35,ROCKY BAY,0,0,13.252,0"
"1348-50202-77400-2-a74dad2e,22:01:52,22:01:52,1117-cc4450cf,36,ROCKY BAY,0,0,14.257,0"
"1348-50202-77400-2-a74dad2e,22:02:25,22:02:25,1115-c5d42b72,37,ROCKY BAY,0,0,14.546,0"
"1348-50202-77400-2-a74dad2e,22:03:04,22:03:04,1309-c30d2ec2,38,ROCKY BAY,0,0,14.887,0"
"1348-50202-77400-2-a74dad2e,22:04:00,22:04:00,1113-31a2d64f,39,ROCKY BAY,1,0,15.37,0"
"1281-02503-69420-2-445a0b34,19:17:00,19:17:00,7139-e360d6b5,1,CITY CENTRE,0,0,0,0"
"1281-02503-69420-2-445a0b34,19:17:43,19:17:43,8695-ca2ced32,2,CITY CENTRE,0,0,0.396,0"
"1281-02503-69420-2-445a0b34,19:18:16,19:18:16,8693-c92bc54c,3,CITY CENTRE,0,0,0.709,0"
"1281-02503-69420-2-445a0b34,19:19:09,19:19:09,8691-072762e5,4,CITY CENTRE,0,0,1.192,0"
"1281-02503-69420-2-445a0b34,19:19:51,19:19:51,8689-141d1cf1,5,CITY CENTRE,0,0,1.587,0"
"1281-02503-69420-2-445a0b34,19:20:33,19:20:33,8687-55bb130e,6,CITY CENTRE,0,0,1.977,0"
"1281-02503-69420-2-445a0b34,19:21:12,19:21:12,8685-fb41f304,7,CITY CENTRE,0,0,2.344,0"
"1281-02503-69420-2-445a0b34,19:21:53,19:21:53,8683-81535039,8,CITY CENTRE,0,0,2.72,0"
"1281-02503-69420-2-445a0b34,19:22:33,19:22:33,8681-73ddb00d,9,CITY CENTRE,0,0,3.091,0"
"1281-02503-69420-2-445a0b34,19:23:08,19:23:08,8677-4f6bdddf,10,CITY CENTRE,0,0,3.417,0"
"1281-02503-69420-2-445a0b34,19:23:49,19:23:49,8679-8d7259d2,11,CITY CENTRE,0,0,3.797,0"
"1281-02503-69420-2-445a0b34,19:24:16,19:24:16,8451-793d4f7f,12,CITY CENTRE,0,0,4.05,0"
"1281-02503-69420-2-445a0b34,19:24:47,19:24:47,8449-4ef496b0,13,CITY CENTRE,0,0,4.329,0"
"1281-02503-69420-2-445a0b34,19:25:17,19:25:17,8447-3370032a,14,CITY CENTRE,0,0,4.61,0"
"1281-02503-69420-2-445a0b34,19:25:41,19:25:41,8445-6b7c2345,15,CITY CENTRE,0,0,4.828,0"
"1281-02503-69420-2-445a0b34,19:26:32,19:26:32,8443-d3fed835,16,CITY CENTRE,0,0,5.303,0"
"1281-02503-69420-2-445a0b34,19:27:22,19:27:22,8441-0e2b8acf,17,CITY CENTRE,0,0,5.767,0"
"1281-02503-69420-2-445a0b34,19:27:43,19:27:43,8439-96597e19,18,CITY CENTRE,0,0,5.955,0"
"1281-02503-69420-2-445a0b34,19:28:14,19:28:14,8437-017578d1,19,CITY CENTRE,0,0,6.24,0"
"1281-02503-69420-2-445a0b34,19:28:57,19:28:57,8435-bd99e259,20,CITY CENTRE,0,0,6.637,0"
"1281-02503-69420-2-445a0b34,19:29:25,19:29:25,8433-045055d5,21,CITY CENTRE,0,0,6.898,0"
"1281-02503-69420-2-445a0b34,19:29:59,19:30:00,8431-050907ba,22,CITY CENTRE,0,0,7.221,1"
"1281-02503-69420-2-445a0b34,19:31:05,19:31:05,8429-c521b18d,23,CITY CENTRE,0,0,7.556,0"
"1281-02503-69420-2-445a0b34,19:32:25,19:32:25,8427-debbae1c,24,CITY CENTRE,0,0,7.966,0"
"1281-02503-69420-2-445a0b34,19:33:12,19:33:12,8425-15788731,25,CITY CENTRE,0,0,8.207,0"
"1281-02503-69420-2-445a0b34,19:34:11,19:34:11,8423-97153dae,26,CITY CENTRE,0,0,8.512,0"
"1281-02503-69420-2-445a0b34,19:34:59,19:34:59,8421-69264ac6,27,CITY CENTRE,0,0,8.757,0"
"1281-02503-69420-2-445a0b34,19:35:56,19:35:56,8419-5d02c2ad,28,CITY CENTRE,0,0,9.047,0"
"1281-02503-69420-2-445a0b34,19:37:04,19:37:04,8417-c5f97aa1,29,CITY CENTRE,0,0,9.396,0"
"1281-02503-69420-2-445a0b34,19:37:41,19:37:41,8415-65545ca0,30,CITY CENTRE,0,0,9.587,0"
"1281-02503-69420-2-445a0b34,19:38:25,19:38:25,8413-51b2fa12,31,CITY CENTRE,0,0,9.809,0"
"1281-02503-69420-2-445a0b34,19:39:42,19:39:42,8411-27da8c3d,32,CITY CENTRE,0,0,10.203,0"
"1281-02503-69420-2-445a0b34,19:41:04,19:41:04,8407-e5857898,33,CITY CENTRE,0,0,10.626,0"
"1281-02503-69420-2-445a0b34,19:42:35,19:42:35,8405-eba9adde,34,CITY CENTRE,0,0,11.094,0"
"1281-02503-69420-2-445a0b34,19:43:32,19:43:32,8403-04d67b79,35,CITY CENTRE,0,0,11.388,0"
"1281-02503-69420-2-445a0b34,19:44:28,19:44:28,8401-9ee0a96b,36,CITY CENTRE,0,0,11.679,0"
"1281-02503-69420-2-445a0b34,19:45:57,19:45:57,8505-5bfeb2fa,37,CITY CENTRE,0,0,12.137,0"
"1281-02503-69420-2-445a0b34,19:46:35,19:46:35,8503-d4c66d96,38,CITY CENTRE,0,0,12.332,0"
"1281-02503-69420-2-445a0b34,19:47:52,19:47:52,8501-bc9f89ab,39,CITY CENTRE,0,0,12.723,0"
"1281-02503-69420-2-445a0b34,19:49:16,19:49:16,7151-93995941,40,CITY CENTRE,0,0,13.153,0"
"1281-02503-69420-2-445a0b34,19:51:18,19:51:18,7149-6d6d1e99,41,CITY CENTRE,0,0,13.781,0"
"1281-02503-69420-2-445a0b34,19:52:51,19:52:51,7147-4e9003b4,42,CITY CENTRE,0,0,14.26,0"
"1281-02503-69420-2-445a0b34,19:53:33,19:53:33,7089-8ec85023,43,CITY CENTRE,0,0,14.476,0"
"1281-02503-69420-2-445a0b34,19:55:00,19:55:00,7058-d68c50d8,44,CITY CENTRE,1,0,14.926,0"
"1023-22232-33900-2-b6768518,09:25:00,09:25:00,7005-5e0d0b6d,1,OTAHUHU,0,0,0,0"
"1023-22232-33900-2-b6768518,09:32:00,09:32:00,7188-61059b9a,2,OTAHUHU,0,0,1.622,0"
"1023-22232-33900-2-b6768518,09:39:00,09:39:00,7400-cd37ea9e,3,OTAHUHU,0,0,3.799,0"
"1023-22232-33900-2-b6768518,09:43:00,09:43:00,7604-e83cbec4,4,OTAHUHU,0,0,5.836,0"
"1023-22232-33900-2-b6768518,09:45:00,09:45:00,7612-5df8f095,5,OTAHUHU,0,0,6.925,0"
"1023-22232-33900-2-b6768518,09:49:00,09:49:00,1745-ddfe3bb8,6,OTAHUHU,0,0,8.449,0"
"1023-22232-33900-2-b6768518,09:53:00,09:53:00,7624-2916a36b,7,OTAHUHU,0,0,10.37,0"
"1023-22232-33900-2-b6768518,10:06:00,10:06:00,1771-118407aa,8,OTAHUHU,1,0,15.613,0"
"1054-39406-59400-2-ea786167,16:30:00,16:30:00,2716-29bbacfe,1,PUKEKOHE,0,0,0,0"
"1054-39406-59400-2-ea786167,16:54:00,16:54:00,2831-6006f5cd,2,PUKEKOHE,0,0,12.943,0"
"1054-39406-59400-2-ea786167,16:54:38,16:54:38,2833-79b12a1b,3,PUKEKOHE,0,0,13.284,0"
"1054-39406-59400-2-ea786167,16:55:48,16:55:48,2896-8856a802,4,PUKEKOHE,0,0,13.897,0"
"1054-39406-59400-2-ea786167,16:59:44,16:59:44,2867-794dd3d7,5,PUKEKOHE,0,0,15.985,0"
"1054-39406-59400-2-ea786167,17:00:55,17:00:55,2863-be83ae36,6,PUKEKOHE,0,0,16.622,0"
"1054-39406-59400-2-ea786167,17:03:23,17:03:23,2841-eb4ef8df,7,PUKEKOHE,0,0,17.925,0"
"1054-39406-59400-2-ea786167,17:05:02,17:05:02,2859-e7a28354,8,PUKEKOHE,0,0,18.804,0"
"1054-39406-59400-2-ea786167,17:05:56,17:05:56,2485-1e9e7ace,9,PUKEKOHE,0,0,19.279,0"
"1054-39406-59400-2-ea786167,17:06:38,17:06:38,2849-aea74ede,10,PUKEKOHE,0,0,19.657,0"
"1054-39406-59400-2-ea786167,17:07:14,17:07:14,2843-9525c3b8,11,PUKEKOHE,0,0,19.977,0"
"1054-39406-59400-2-ea786167,17:07:43,17:07:43,2898-4b930cb0,12,PUKEKOHE,0,0,20.233,0"
"1054-39406-59400-2-ea786167,17:08:45,17:08:45,2929-7be58f7d,13,PUKEKOHE,0,0,20.78,0"
"1054-39406-59400-2-ea786167,17:10:00,17:10:00,2850-3422d278,14,PUKEKOHE,1,0,21.443,0"
"1311-93102-44700-2-1662ef12,12:25:00,12:25:00,7145-caabaedd,1,CHATSWOOD,0,0,0,0"
"1311-93102-44700-2-1662ef12,12:27:38,12:27:38,7141-d8af5868,2,CHATSWOOD,0,0,0.632,0"
"1311-93102-44700-2-1662ef12,12:29:42,12:29:42,7016-875f30cb,3,CHATSWOOD,0,0,1.125,0"
"1311-93102-44700-2-1662ef12,12:32:00,12:32:00,7034-7b36cf5b,4,CHATSWOOD,0,0,1.674,0"
"1311-93102-44700-2-1662ef12,12:35:00,12:35:00,7036-f1ffa0be,5,CHATSWOOD,0,0,2.397,0"
"1311-93102-44700-2-1662ef12,12:42:15,12:42:15,4007-a83340d0,6,CHATSWOOD,0,0,6.574,0"
"1311-93102-44700-2-1662ef12,12:42:42,12:42:42,4009-056e9fbd,7,CHATSWOOD,0,0,6.829,0"
"1311-93102-44700-2-1662ef12,12:43:21,12:43:21,4088-48a1f624,8,CHATSWOOD,0,0,7.205,0"
"1311-93102-44700-2-1662ef12,12:43:59,12:43:59,4074-7874377f,9,CHATSWOOD,0,0,7.565,0"
"1311-93102-44700-2-1662ef12,12:44:46,12:44:46,4076-af729862,10,CHATSWOOD,0,0,8.016,0"
"1311-93102-44700-2-1662ef12,12:45:11,12:45:11,4078-48253b25,11,CHATSWOOD,0,0,8.261,0"
"1311-93102-44700-2-1662ef12,12:45:39,12:45:39,4080-a0eeb155,12,CHATSWOOD,0,0,8.534,0"
"1311-93102-44700-2-1662ef12,12:46:13,12:46:13,4082-99e2cd3a,13,CHATSWOOD,0,0,8.858,0"
"1311-93102-44700-2-1662ef12,12:46:34,12:46:34,4084-21e50969,14,CHATSWOOD,0,0,9.066,0"
"1311-93102-44700-2-1662ef12,12:47:00,12:47:00,3901-2273ccaa,15,CHATSWOOD,0,0,9.311,0"
"1311-93102-44700-2-1662ef12,12:48:01,12:48:01,4106-08f45c4d,16,CHATSWOOD,0,0,9.647,0"
"1311-93102-44700-2-1662ef12,12:49:15,12:49:15,4110-651b98e2,17,CHATSWOOD,0,0,10.053,0"
"1311-93102-44700-2-1662ef12,12:49:56,12:49:56,3985-8c60f695,18,CHATSWOOD,0,0,10.283,0"
"1311-93102-44700-2-1662ef12,12:51:15,12:51:15,3987-f4af879f,19,CHATSWOOD,0,0,10.726,0"
"1311-93102-44700-2-1662ef12,12:52:12,12:52:12,3989-fab96594,20,CHATSWOOD,0,0,11.041,0"
"1311-93102-44700-2-1662ef12,12:52:58,12:52:58,3991-1231d203,21,CHATSWOOD,0,0,11.293,0"
"1311-93102-44700-2-1662ef12,12:54:10,12:54:10,4116-240d6537,22,CHATSWOOD,0,0,11.689,0"
"1311-93102-44700-2-1662ef12,12:56:21,12:56:21,4118-5190163a,23,CHATSWOOD,0,0,12.411,0"
"1311-93102-44700-2-1662ef12,12:57:22,12:57:22,4120-04daea58,24,CHATSWOOD,0,0,12.75,0"
"1311-93102-44700-2-1662ef12,12:59:19,12:59:19,3999-9ddaa3f4,25,CHATSWOOD,0,0,13.389,0"
"1311-93102-44700-2-1662ef12,13:00:40,13:00:40,4001-5d2b7426,26,CHATSWOOD,0,0,13.838,0"
"1311-93102-44700-2-1662ef12,13:01:50,13:01:50,4451-0c6e1481,27,CHATSWOOD,0,0,14.222,0"
"1311-93102-44700-2-1662ef12,13:03:00,13:03:00,4449-26a5d475,28,CHATSWOOD,1,0,14.605,0"
"1010-98111-42360-2-8e107e6a,11:46:00,11:46:00,4831-0b8bcab5,1,HC STATION,0,0,0,0"
"1010-98111-42360-2-8e107e6a,11:47:12,11:47:12,4810-431b636a,2,HC STATION,0,0,0.552,0"
"1010-98111-42360-2-8e107e6a,11:47:46,11:47:46,4815-cb652b28,3,HC STATION,0,0,0.816,0"
"1010-98111-42360-2-8e107e6a,11:48:31,11:48:31,4813-4284f866,4,HC STATION,0,0,1.163,0"
"1010-98111-42360-2-8e107e6a,11:49:31,11:49:31,4811-a4f2ee0d,5,HC STATION,0,0,1.626,0"
"1010-98111-42360-2-8e107e6a,11:50:30,11:50:30,4809-4534a012,6,HC STATION,0,0,2.076,0"
"1010-98111-42360-2-8e107e6a,11:52:36,11:52:36,4783-c6f02559,7,HC STATION,0,0,3.047,0"
"1010-98111-42360-2-8e107e6a,11:53:06,11:53:06,4785-4a1e35c9,8,HC STATION,0,0,3.275,0"
"1010-98111-42360-2-8e107e6a,11:54:49,11:54:49,4787-bcb07c06,9,HC STATION,0,0,4.06,0"
"1010-98111-42360-2-8e107e6a,12:01:00,12:01:00,4982-1f78709d,10,HC STATION,1,0,6.651,0"
"1281-02503-57000-2-98893379,15:50:00,15:50:00,7139-e360d6b5,1,CITY CENTRE,0,0,0,0"
"1281-02503-57000-2-98893379,15:50:56,15:50:56,8695-ca2ced32,2,CITY CENTRE,0,0,0.396,0"
"1281-02503-57000-2-98893379,15:51:40,15:51:40,8693-c92bc54c,3,CITY CENTRE,0,0,0.709,0"
"1281-02503-57000-2-98893379,15:52:48,15:52:48,8691-072762e5,4,CITY CENTRE,0,0,1.192,0"
"1281-02503-57000-2-98893379,15:53:44,15:53:44,8689-141d1cf1,5,CITY CENTRE,0,0,1.587,0"
"1281-02503-57000-2-98893379,15:54:39,15:54:39,8687-55bb130e,6,CITY CENTRE,0,0,1.977,0"
"1281-02503-57000-2-98893379,15:55:30,15:55:30,8685-fb41f304,7,CITY CENTRE,0,0,2.344,0"
"1281-02503-57000-2-98893379,15:56:23,15:56:23,8683-81535039,8,CITY CENTRE,0,0,2.72,0"
"1281-02503-57000-2-98893379,15:57:15,15:57:15,8681-73ddb00d,9,CITY CENTRE,0,0,3.091,0"
"1281-02503-57000-2-98893379,15:58:01,15:58:01,8677-4f6bdddf,10,CITY CENTRE,0,0,3.417,0"
"1281-02503-57000-2-98893379,15:58:55,15:58:55,8679-8d7259d2,11,CITY CENTRE,0,0,3.797,0"
"1281-02503-57000-2-98893379,15:59:31,15:59:31,8451-793d4f7f,12,CITY CENTRE,0,0,4.05,0"
"1281-02503-57000-2-98893379,16:00:10,16:00:10,8449-4ef496b0,13,CITY CENTRE,0,0,4.329,0"
"1281-02503-57000-2-98893379,16:00:50,16:00:50,8447-3370032a,14,CITY CENTRE,0,0,4.61,0"
"1281-02503-57000-2-98893379,16:01:21,16:01:21,8445-6b7c2345,15,CITY CENTRE,0,0,4.828,0"
"1281-02503-57000-2-98893379,16:02:28,16:02:28,8443-d3fed835,16,CITY CENTRE,0,0,5.303,0"
"1281-02503-57000-2-98893379,16:03:34,16:03:34,8441-0e2b8acf,17,CITY CENTRE,0,0,5.767,0"
"1281-02503-57000-2-98893379,16:04:00,16:04:00,8439-96597e19,18,CITY CENTRE,0,0,5.955,0"
"1281-02503-57000-2-98893379,16:04:41,16:04:41,8437-017578d1,19,CITY CENTRE,0,0,6.24,0"
"1281-02503-57000-2-98893379,16:05:37,16:05:37,8435-bd99e259,20,CITY CENTRE,0,0,6.637,0"
"1281-02503-57000-2-98893379,16:06:14,16:06:14,8433-045055d5,21,CITY CENTRE,0,0,6.898,0"
"1281-02503-57000-2-98893379,16:06:59,16:07:00,8431-050907ba,22,CITY CENTRE,0,0,7.221,1"
"1281-02503-57000-2-98893379,16:08:13,16:08:13,8429-c521b18d,23,CITY CENTRE,0,0,7.556,0"
"1281-02503-57000-2-98893379,16:09:43,16:09:43,8427-debbae1c,24,CITY CENTRE,0,0,7.966,0"
"1281-02503-57000-2-98893379,16:10:35,16:10:35,8425-15788731,25,CITY CENTRE,0,0,8.207,0"
"1281-02503-57000-2-98893379,16:11:41,16:11:41,8423-97153dae,26,CITY CENTRE,0,0,8.512,0"
"1281-02503-57000-2-98893379,16:12:35,16:12:35,8421-69264ac6,27,CITY CENTRE,0,0,8.757,0"
"1281-02503-57000-2-98893379,16:13:38,16:13:38,8419-5d02c2ad,28,CITY CENTRE,0,0,9.047,0"
"1281-02503-57000-2-98893379,16:14:55,16:14:55,8417-c5f97aa1,29,CITY CENTRE,0,0,9.396,0"
"1281-02503-57000-2-98893379,16:15:37,16:15:37,8415-65545ca0,30,CITY CENTRE,0,0,9.587,0"
"1281-02503-57000-2-98893379,16:16:25,16:16:25,8413-51b2fa12,31,CITY CENTRE,0,0,9.809,0"
"1281-02503-57000-2-98893379,16:17:51,16:17:51,8411-27da8c3d,32,CITY CENTRE,0,0,10.203,0"
"1281-02503-57000-2-98893379,16:19:24,16:19:24,8407-e5857898,33,CITY CENTRE,0,0,10.626,0"
"1281-02503-57000-2-98893379,16:21:06,16:21:06,8405-eba9adde,34,CITY CENTRE,0,0,11.094,0"
"1281-02503-57000-2-98893379,16:22:10,16:22:10,8403-04d67b79,35,CITY CENTRE,0,0,11.388,0"
"1281-02503-57000-2-98893379,16:23:13,16:23:13,8401-9ee0a96b,36,CITY CENTRE,0,0,11.679,0"
"1281-02503-57000-2-98893379,16:24:52,16:24:52,8505-5bfeb2fa,37,CITY CENTRE,0,0,12.137,0"
"1281-02503-57000-2-98893379,16:25:35,16:25:35,8503-d4c66d96,38,CITY CENTRE,0,0,12.332,0"
"1281-02503-57000-2-98893379,16:27:00,16:27:00,8501-bc9f89ab,39,CITY CENTRE,0,0,12.723,0"
"1281-02503-57000-2-98893379,16:28:34,16:28:34,7151-93995941,40,CITY CENTRE,0,0,13.153,0"
"1281-02503-57000-2-98893379,16:30:51,16:30:51,7149-6d6d1e99,41,CITY CENTRE,0,0,13.781,0"
"1281-02503-57000-2-98893379,16:32:35,16:32:35,7147-4e9003b4,42,CITY CENTRE,0,0,14.26,0"
"1281-02503-57000-2-98893379,16:33:22,16:33:22,7089-8ec85023,43,CITY CENTRE,0,0,14.476,0"
"1281-02503-57000-2-98893379,16:35:00,16:35:00,7058-d68c50d8,44,CITY CENTRE,1,0,14.926,0"
"1222-01107-29400-2-518e4b7f,08:10:00,08:10:00,5959-cc4bb279,1,CITY CENTRE,0,0,0,0"
"1222-01107-29400-2-518e4b7f,08:11:27,08:11:27,5990-ad2ea439,2,CITY CENTRE,0,0,0.551,0"
"1222-01107-29400-2-518e4b7f,08:12:46,08:12:46,1592-5cb98cf9,3,CITY CENTRE,0,0,1.046,0"
"1222-01107-29400-2-518e4b7f,08:13:53,08:13:53,5911-d920ce17,4,CITY CENTRE,0,0,1.469,0"
"1222-01107-29400-2-518e4b7f,08:14:57,08:14:57,5563-33d327c0,5,CITY CENTRE,0,0,1.874,0"
"1222-01107-29400-2-518e4b7f,08:16:32,08:16:32,1690-acf68a6f,6,CITY CENTRE,0,0,2.475,0"
"1222-01107-29400-2-518e4b7f,08:17:07,08:17:07,5896-17dc3c4f,7,CITY CENTRE,0,0,2.699,0"
"1222-01107-29400-2-518e4b7f,08:18:27,08:18:27,1688-21c61d4f,8,CITY CENTRE,0,0,3.202,0"
"1222-01107-29400-2-518e4b7f,08:19:23,08:19:23,5589-c8aa68df,9,CITY CENTRE,0,0,3.554,0"
"1222-01107-29400-2-518e4b7f,08:20:11,08:20:11,5608-db79d544,10,CITY CENTRE,0,0,3.859,0"
